OBJECTID,Join_Count,TARGET_FID,BUILDINGST,BUILDINGCS,OFFICIALBU,OFFICIAL00,NUMABOVEGR,NUMBASEMEN,TOPHEIGHT,BASEHEIGHT,GROSSFLOOR,Address_Chinese,Address_English,Date_of_Expiry,Date_of_Issue,Lift_No,Location_ID,GeometryLongitude,GeometryLatitude,ADDRES_OF_THE_BUILDING_IN_CHN,ADDRES_OF_THE_BUILDING_IN_ENG,CORPORATION_NUM,THE_INCORPORATED_OWNERS_OF_IN_CHN,THE_INCORPORATED_OWNERS_OF_IN_ENG,GeometryLongitude_1,GeometryLatitude_1,ADDRESS_E,SEARCH1_E,OP_YEAR,AGE,NSEARCH5_E,LATITUDE,LONGITUDE,lsbg_eng,ma_hh,FacilityID,Name,FromBreak,ToBreak,Shape_Leng_1,Shape_Area_12,LIFT,MANAGEMENT,INCOME,MTR_DISTANCE,Shape_Length,Shape_Area,SDU
5416,0,5416,211012,3512120894P20060311,GRANDVIEW MANSION,美景大廈,2,0,0,0,0,九龍 深水埗 鴨寮街 21號 至29號 美景大廈,"GRANDVIEW MANSION, 21-29 APLIU STREET, SHAM SHUI PO, KOWLOON",45880,45502,1,0708046-001,114.165741,22.32709378,"九龍鴨寮街21, 23, 25, 27 及 29號","21, 23, 25, 27 & 29 Apliu Street, Kowloon",3102,鴨寮街美景大廈,GRANDVIEW MANSION APLIU STREET,114.16574,22.32709,29 APLIU ST GRANDVIEW MANSION,Sham Shui Po,1987,38,Residential/Composite,22.32708221,114.1657444,267/28 and 267/32-33,17040,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,1,17040,0.3,82.35003803,417.853274,0
5425,0,5425,211007,3511320873P20060311,CHEUNG FAT BUILDING,祥發大廈,0,0,11.5,0,0,九龍 深水埗 汝州街 60號 至64號,"60-64 YU CHAU STREET, SHAM SHUI PO, KOWLOON",45910,45531,1,1005766-001,114.165644,22.32687704,九龍汝州街60-64號,"60-64 Yu Chau Street, Kowloon",5911,祥發大廈(汝州街),CHEUNG FAT BUILDING (YU CHAU STREET),114.16564,22.32687,60/64 YU CHAU ST CHEUNG FAT BUILDING,Sham Shui Po,1981,44,Residential/Composite,22.32688918,114.1656656,267/28 and 267/32-33,17040,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,1,17040,0.25,66.92234916,277.448575,0
5431,0,5431,211002,3510420836P20060311,ON FAI BUILDING,安發大廈,2,0,0,0,0,九龍 深水埗 汝州街 59號 至63號 安發大廈,"ON FAI BUILDING, 59-63 YU CHAU STREET, SHAM SHUI PO, KOWLOON",46053,45674,1,0705829-001,114.1655469,22.32657902,九龍界限街21B-21E號及汝州街59-63號,"21B-21E Boundary Street &59-63 Yu Chau Street, Kowloon",2365,界限街安發大廈,"ON FAI BUILDING, BOUNDARY STREET",114.16557,22.32655,63 YU CHAU ST ON FAI BUILDING,Sham Shui Po,1980,45,Residential/Composite,22.32657903,114.1655749,267/28 and 267/32-33,17040,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,1,17040,0.25,69.68646244,237.0108205,0
5433,0,5433,211001,3510120883P20060311,HING YIP BUILDING,興業大廈,3,0,0,0,0,九龍 深水埗 汝州街 66號 至70號 興業大廈,"HING YIP BUILDING , 66-70 YU CHAU STREET, SHAM SHUI PO, KOWLOON",45872,45476,1,1010190-001,114.1655275,22.32695831,九龍汝洲街68號,"68 Yu Chau Street, Kowloon",5984,興業大廈(汝洲街),HING YIP BUILDING (YU CHAU STREET),114.16552,22.32695,68 YU CHAU ST HING YIP BUILDING,Sham Shui Po,1992,33,Residential/Composite,22.32698075,114.165552,267/28 and 267/32-33,17040,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,1,17040,0.3,66.97868584,277.997823,0
5435,0,5435,349273,3509821141P20110927,LIK SANG COURT,力生居,3,0,0,0,0,九龍 深水埗 福華街 28號 至30號 力生居,"LIK SANG COURT, 28-30 FUK WA STREET, SHAM SHUI PO, KOWLOON",45798,45414,1,0910899-001,114.1655176,22.32927917,九龍褔華街28號,"28 Fuk Wa Street, Kowloon",4689,力生居,LIK SANG COURT,114.16552,22.3293,28 FUK WA ST LIK SANG COURT,Sham Shui Po,1997,28,Residential/Composite,22.32930609,114.1655153,267/22,16950,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,1,16950,0.3,61.48609971,204.1598129,0
5442,0,5442,349269,3508721150P20111007,MING WAH BUILDING,明華大廈,3,0,0,0,0,九龍 深水埗 福華街 32號 至38號 明華大廈,"MING WAH BUILDING, 32-38 FUK WA STREET, SHAM SHUI PO, KOWLOON",45956,45588,1,0203750-001,114.1654011,22.32938753,九龍褔華街32-38號,"32-38 Fuk Wa Street, Kowloon",1062,明華大廈,MING WAH BUILDING,114.16542,22.32939,32/38 FUK WA ST MING WAH BUILDING,Sham Shui Po,1977,48,Residential/Composite,22.32939074,114.1654074,267/22,16950,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,1,16950,0.3,81.81162742,417.867016,0
5443,0,5443,210996,3508621098P20060311,SHAM TSUNG COURT,深崇閣,3,0,0,0,0,九龍 深水埗 黃竹街 17號 至19號 深祟閣,"SHAM TSUNG COURT, 17-19 WONG CHUK STREET, SHAM SHUI PO, KOWLOON",45905,45505,1,0107069-001,114.1654497,22.32889085,九龍褔華街55B號及黃竹街17-19號,"55B Fuk Wa Street &17-19 Wong Chuk Street, Kowloon",4095,深崇閣,SHAM TSUNG COURT,114.16541,22.32892,19 WONG CHUK ST SHAM TSUNG COURT,Sham Shui Po,1983,42,Residential/Composite,22.32892414,114.1654108,267/21,17920,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,1,17920,0.3,87.68203405,479.9817585,0
5461,0,5461,349267,3506621084P20110927,HONG FU HOUSE,康富樓,2,0,0,0,0,九龍 深水埗 長沙灣道 88號 至92號,"88-92 CHEUNG SHA WAN ROAD, SHAM SHUI PO, KOWLOON",45801,45408,1,0306401-001,114.1651876,22.32879149,九龍長沙灣道88-92號,"88-92 Cheung Sha Wan Road, Kowloon",2313,康富樓,HONG FU HOUSE,114.16522,22.32879,92 CHEUNG SHA WAN RD HONG FU HOUSE,Sham Shui Po,1982,43,Residential/Composite,22.32879081,114.1652111,267/21,17920,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,1,17920,0.3,72.92469646,324.2652755,0
5465,0,5465,210991,3506021253P20060311,FUK YEE BUILDING,福怡大廈,0,0,12.9,0,0,九龍 深水埗 福榮街 18號 至20號 福怡大廈,"FUK YEE BUILDING, 18-20 FUK WING STREET, SHAM SHUI PO, KOWLOON",45993,45618,1,0608351-001,114.1651583,22.33032669,九龍褔榮街18-20號,"18-20 Fuk Wing Street, Kowloon",3904,福怡大廈,FUK YEE BUILDING,114.16514,22.33031,18/20 FUK WING ST FUK YEE BUILDING,Sham Shui Po,1988,37,Residential/Composite,22.3303123,114.1651472,267/11,19180,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,1,19180,0.3,55.79936337,179.578428,0
5468,0,5468,210990,3505521458P20060311,BERWICK COURT,巴域閣,0,0,0,0,0,九龍 石硤尾 巴域街 51號 巴域閣,"BERWICK COURT, 51 BERWICK STREET, SHEK KIP MEI, KOWLOON",45979,45594,1,0610798-001,114.1651,22.33216892,九龍巴域街51號,"51 Berwick Street, Kowloon",6976,巴域閣,BERWICK COURT,114.16509,22.33216,51 BERWICK ST BERWICK COURT,Sham Shui Po,1995,30,Residential/Composite,22.33217222,114.165098,266/39,22570,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,1,22570,0.2,52.42507478,113.1303957,0
5473,0,5473,370628,3505221404P20140728,HIGH POINT,曉尚,3,0,0,0,0,九龍 深水埗 大埔道 186號 至188號,"186-188 TAI PO ROAD, SHAM SHUI PO, KOWLOON",46064,45680,1,0211720-001,114.1650223,22.33181673,,,,,,,,188 TAI PO RD HIGH POINT,Sham Shui Po,2014,11,Residential/Composite,22.33175148,114.1650219,266/39,22570,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,0,22570,0.25,111.5256268,649.030592,0
5483,0,5483,210985,3503721290P20060311,WELLAND PLAZA,華麗廣場,3,0,0,0,0,九龍 深水埗 南昌街 184號 至200號 華麗廣場,"WELLAND PLAZA, 184-200 NAM CHEONG STREET, SHAM SHUI PO, KOWLOON",45826,45434,1,0111430-001,114.1649157,22.3306608,,,,,,,,188 NAM CHEONG ST WELLAND PLAZA,Sham Shui Po,1997,28,Residential/Composite,22.33065996,114.1649241,267/11,19180,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,0,19180,0.2,124.5635643,759.300188,0
5486,0,5486,210982,3503221477P20060311,BERWICK MANSION,巴域居,0,0,0,0,0,九龍 石硤尾 巴域街 61號,"61 BERWICK STREET, SHEK KIP MEI, KOWLOON",45951,45555,1,0912174-001,114.1648767,22.33234049,九龍巴域街61號,"61 Berwick Street, Kowloon",5960,巴域居,BERWICK MANSION,114.16487,22.33234,61 BERWICK ST BERWICK MANSION,Sham Shui Po,2000,25,Residential/Composite,22.33234319,114.1648798,266/39,22570,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,1,22570,0.2,53.96515683,129.6043016,0
5495,0,5495,210977,3502221448P20060311,KA SHUN BUILDING,嘉順大廈,2,0,0,0,0,九龍 深水埗 大埔道 194號 至196號 嘉順大廈,"KA SHUN BUILDING, 194-196 TAI PO ROAD, SHAM SHUI PO, KOWLOON",45902,45523,1,040635A-001,114.1647699,22.33207859,九龍大埔道194-196號,"194-196 Tai Po Road, Kowloon",2267,大埔道嘉順大廈,"KA SHUN BUILDING, TAI PO ROAD",114.16476,22.33207,196 TAI PO RD KA SHUN BUILDING,Sham Shui Po,1982,43,Residential/Composite,22.33207747,114.1647903,266/39,22570,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,1,22570,0.2,88.88581971,422.565995,0
5497,0,5497,210975,3502021483P20060311,SILVER RIVER MANSION,銀河大廈,3,0,0,0,0,九龍 深水埗 北河街 134號 至136號,"134-136 PEI HO STREET, SHAM SHUI PO, KOWLOON",46030,45632,1,0309842-001,114.1647602,22.33238563,九龍北河街134-136號,"134-136 Pei Ho Street, Kowloon",4254,銀河大廈,SILVER RIVER MANSION,114.16476,22.33238,134/136 PEI HO ST SILVER RIVER MANSION,Sham Shui Po,1992,33,Residential/Composite,22.33239569,114.1647586,266/39,22570,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,1,22570,0.2,60.35683941,226.4352297,0
5498,0,5498,210974,3502020902P20060311,CHEONG FAI BUILDING,昌輝大廈,3,0,0,0,0,九龍 深水埗 汝州街 95號 至97號 昌輝大廈,"CHEONG FAI BUILDING, 95-97 YU CHAU STREET, SHAM SHUI PO, KOWLOON",46086,45700,1,1111515-001,114.1647606,22.32718402,九龍汝州街97號,"97 Yu Chau Street, Kowloon",5850,昌輝大廈(汝州街),CHEONG FAI BUILDING (YU CHAU STREET),114.16476,22.32718,97 YU CHAU ST CHEONG FAI BUILDING,Sham Shui Po,1998,27,Residential/Composite,22.32715679,114.1647688,267/25-27,19520,0,0.3 - 0.35,0.3,0.35,3.826992578,0.000578167,1,1,19520,0.35,56.28576106,180.9310955,0
5502,0,5502,210972,3501321457P20060311,KAM SHAN HOUSE,金山樓,2,0,0,0,0,九龍 深水埗 大埔道 198號 至200號 金山樓,"KAM SHAN HOUSE, 198-200 TAI PO ROAD, SHAM SHUI PO, KOWLOON",45816,45429,1,0110132-001,114.1647408,22.33217793,九龍大埔道198-200號,"198-200 Tai Po Road, Kowloon",3825,金山樓(大埔道),KAM SHAN HOUSE (TAI PO ROAD),114.16474,22.33217,198/200 TAI PO RD KAM SHAN HOUSE,Sham Shui Po,1991,34,Residential/Composite,22.33216043,114.1647011,266/39,22570,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,1,22570,0.2,79.77631345,329.8958155,0
5503,0,5503,408316,3501321390P20200624, , ,3,0,0,0,0,九龍 深水埗 大埔道 51號 至61號,"51-61 TAI PO ROAD, SHAM SHUI PO, KOWLOON",45965,45586,1,0200492-003,114.1647894,22.33145549,九龍大埔道59-61號,"59-61 Tai Po Road, Kowloon",4843,大埔道59-61號,NOS. 59-61 TAI PO ROAD,114.16467,22.33158,"G/F: ENTRANCE LOBBY, SHOPS 1/F: SHOPS, PLANT ROOMS 2/F: PLANT ROOMS 51-61 TAI PO RD",Sham Shui Po,2020,5,Residential/Composite,22.33154934,114.1646968,266/38,20000,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,1,20000,0.2,87.02225549,418.8794955,0
5511,0,5511,366250,3500621036P20140124, , ,4,0,0,0,0,九龍 深水埗 鴨寮街 88號,"88 APLIU STREET, SHAM SHUI PO, KOWLOON",45846,45450,1,0713308-001,114.1646149,22.32836701,,,,,,,,88 APLIU ST MINIMAL HOTEL.CULTURE,Sham Shui Po,2015,10,Residential/Composite,22.32837749,114.1646337,267/19-20,16970,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,0,16970,0.3,48.8361029,138.5814847,0
5513,0,5513,210968,3500520840P20060311,MAPLE MANSION,華楓樓,2,0,0,0,0,九龍 深水埗 楓樹街 9號 至13號 華楓樓,"MAPLE MANSION, 9-13 MAPLE STREET, SHAM SHUI PO, KOWLOON",46118,45711,1,0705233-001,114.1646248,22.3265338,九龍基隆街123-129號及楓樹街9-13號,"123-129 Ki Lung Street &9-13 Maple Street, Kowloon",1649,華楓樓,MAPLE MANSION,114.16462,22.32653,11 MAPLE ST MAPLE MANSION,Sham Shui Po,1979,46,Residential/Composite,22.32659504,114.1646242,267/25-27,19520,0,0.3 - 0.35,0.3,0.35,3.826992578,0.000578167,1,1,19520,0.35,72.20296708,325.5140865,0
5515,0,5515,210966,3500421466P20060311,DELIGHT COURT,樂意居,3,0,0,0,0,九龍 深水埗 北河街 132號 樂意居,"DELIGHT COURT, 132 PEI HO STREET, SHAM SHUI PO, KOWLOON",46088,45694,1,1112155-001,114.1645758,22.3322321,,,,,,,,132 PEI HO ST DELIGHT COURT,Sham Shui Po,1999,26,Residential/Composite,22.33224283,114.1646155,266/39,22570,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,0,22570,0.2,78.87877997,352.6861805,0
5524,0,5524,210961,3499521413P20060311,HIP FOOK BUILDING,協福大廈,3,0,0,0,0,九龍 深水埗 大埔道 63號 至71號 協福大廈,"HIP FOOK BUILDING, 63-71 TAI PO ROAD, SHAM SHUI PO, KOWLOON",45816,45464,1,120730A-001,114.1645273,22.33175347,九龍大埔道63-71號,"63-71 Tai Po Road, Kowloon",2942,協福大廈,HIP FOOK BUILDING,114.16452,22.33175,71 TAI PO RD HIP FOOK BUILDING,Sham Shui Po,1983,42,Residential/Composite,22.33177069,114.1645209,266/38,20000,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,1,20000,0.15,75.37695124,290.121679,0
5526,0,5526,210958,3499121513P20060311,SUNNING MANSION,新寧大樓,2,0,0,0,0,九龍 深水埗 北河街 203號 至209號 新寧大樓,"SUNNING MANSION, 203-209 PEI HO STREET, SHAM SHUI PO, KOWLOON",45827,45443,1,0104086-001,114.1644787,22.33269265,九龍北河街203-209號及巴域街61A-61C號,"203-209 Pei Ho Street &61A-61C Berwick Street, Kowloon",910,新寧大樓,SUNNING MANSION,114.16447,22.33269,209 PEI HO ST SUNNING MANSION,Sham Shui Po,1975,50,Residential/Composite,22.33266697,114.1644793,266/26,13040,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,1,13040,0.2,98.07385878,573.1576725,0
5529,0,5529,210957,3498821316P20060311,NAM CHEONG MANSION,南昌苑,3,0,0,0,0,九龍 深水埗 南昌街 187號 至191號 南昌苑,"NAM CHEONG MANSION, 187-191 NAM CHEONG STREET, SHAM SHUI PO, KOWLOON",45953,45580,1,0111244-001,114.16444,22.3308775,九龍深水埗南昌街191號,"No. 191 Nam Cheong Street, Sham Shui Po, Kowloon",9342,南昌苑,NAM CHEONG MANSION,114.16443,22.33087,191 NAM CHEONG ST NAM CHEONG MANSION,Sham Shui Po,1996,29,Residential/Composite,22.33088794,114.1644512,266/37,16930,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,1,16930,0.15,61.1564503,231.4752875,0
5535,0,5535,210951,3497921353P20060311,HAND WAI COURT,恒威閣,2,0,0,0,0,九龍 深水埗 元州街 21號 至23號 恆威閣,"HAND WAI COURT, 21-23 UN CHAU STREET, SHAM SHUI PO, KOWLOON",45804,45426,1,0710539-001,114.164372,22.33125678,九龍元州街21-23號,"21-23 Un Chau Street, Kowloon",4789,恒威閣,HAND WAI COURT,114.16437,22.33125,21/23 UN CHAU ST HAND WAI COURT,Sham Shui Po,1994,31,Residential/Composite,22.33122912,114.1643711,266/37,16930,0,0.05 - 0.1,0.05,0.1,2.973101017,0.000374834,1,1,16930,0.1,61.40789273,201.337856,0
5540,0,5540,210949,3497721495P20060311,HAPPY BUILDING,快樂大廈,2,1,0,0,0,九龍 深水埗 大埔道 222號 至230號,"222-230 TAI PO ROAD, SHAM SHUI PO, KOWLOON",46085,45678,1,1206915-001,114.1643428,22.33249397,九龍北河街201號及大埔道222-230號,"201 Pei Ho Street &222-230 Tai Po Road, Kowloon",7146,快樂大廈(北河街),HAPPY MANSION (PEI HO STREET),114.16434,22.33249,222/230 TAI PO RD HAPPY BUILDING,Sham Shui Po,1983,42,Residential/Composite,22.332503,114.1643486,266/26,13040,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,1,13040,0.2,98.63116838,573.7120235,0
5541,0,5541,210948,3497621429P20060311,WEI SUN BUILDING,威信大廈,3,0,0,0,0,九龍 深水埗 大埔道 73號 至77號 威信大廈,"WEI SUN BUILDING, 73-77 TAI PO ROAD, SHAM SHUI PO, KOWLOON",46110,45714,1,0806498-001,114.1643331,22.33189795,,,,,,,,75 TAI PO RD WEI SUN BUILDING,Sham Shui Po,1981,44,Residential/Composite,22.33191722,114.1643359,266/38,20000,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,0,20000,0.15,77.20838133,369.347025,0
5550,0,5550,210943,3497120869P20060311,WANG TAK HOUSE,宏德樓,0,0,11.5,0,0,九龍 深水埗 基隆街 143號 至145號 宏德樓,"WANG TAK HOUSE, 143-145 KI LUNG STREET, SHAM SHUI PO, KOWLOON",45771,45378,1,0307122-001,114.1642753,22.32684082,九龍基隆街143-145號,"143-145 Ki Lung Street, Kowloon",3857,宏德樓,WANG TAK HOUSE,114.16427,22.32684,143/145 KI LUNG ST WANG TAK HOUSE,Sham Shui Po,1984,41,Residential/Composite,22.32686201,114.1642945,267/25-27,19520,0,0.35 - 0.4,0.35,0.4,3.716891998,0.000587595,1,1,19520,0.4,54.87910622,174.3946265,0
5552,0,5552,429667,3496821022P20231207, , ,0,0,0,0,0,九龍 深水埗 鴨寮街 93號,"93 APLIU STREET, SHAM SHUI PO, KOWLOON",45979,45596,2,1113527-001,114.1642752,22.32828571,,,,,,,,"21-STOREY APARTMENT / COMMERCIAL BUILDING 93 APLIU STREET, KOWLOON",Sham Shui Po,2023,2,Residential/Composite,22.3282369,114.1642572,267/19-20,16970,0,0.25 - 0.3,0.25,0.3,3.655410697,0.000566436,1,0,16970,0.3,76.94979199,343.8757903,0
5553,0,5553,210941,3496721099P20060311,JOYWISE MANSION,長華大廈,0,0,0,0,0,九龍 長沙灣 長沙灣道 125號 至127號 長華大廈,"JOYWISE MANSION, 125-127 CHEUNG SHA WAN ROAD, CHEUNG SHA WAN, KOWLOON",45826,45456,1,1211404-001,114.164246,22.32892688,九龍長沙灣道127號,"127 Cheung Sha Wan Road, Kowloon",4989,長華大廈,JOY WISE MANSION,114.16424,22.32892,127 CHEUNG SHA WAN RD JOYWISE MANSION,Sham Shui Po,1997,28,Residential/Composite,22.3289339,114.1642539,267/06-08,16640,0,0.15 - 0.2,0.15,0.2,3.237554002,0.000481307,1,1,16640,0.2,57.01052038,181.8087185,0
5558,0,5558,210938,3495921528P20060311,KAM ON BUILDING,金安大廈,2,0,0,0,0,九龍 深水埗 大埔道 236號 金安大廈,"KAM ON BUILDING, 236 TAI PO ROAD, SHAM SHUI PO, KOWLOON",46009,45624,1,0807788-001,114.1641875,22.33281003,九龍大埔道236號及巴域街67號,"236 Tai Po Road &67 Berwick Street, Kowloon",2686,大埔道金安大廈,"KAM ON BUILDING, TAI PO ROAD",114.16416,22.3328,236 TAI PO RD KAM ON BUILDING,Sham Shui Po,1985,40,Residential/Composite,22.33280522,114.164178,266/26,13040,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,1,13040,0.25,84.93108265,256.4705295,0
5562,0,5562,210934,3495421343P20060311,LUCKY TIME BUILDING,福年大廈,0,0,10.4,0,0,九龍 深水埗 福榮街 42號 至44號,"42-44 FUK WING STREET, SHAM SHUI PO, KOWLOON",45937,45547,1,031076A-001,114.1641294,22.3311484,九龍褔榮街44號,"44 Fuk Wing Street, Kowloon",5297,福年大廈,LUCKY TIME BUILDING,114.1641,22.33112,44 FUK WING ST LUCKY TIME BUILDING,Sham Shui Po,1997,28,Residential/Composite,22.33113739,114.1641215,266/37,16930,0,0 - 0.05,0,0.05,1.643498387,0.00123773,1,1,16930,0.05,65.2822057,240.3145425,0
5565,0,5565,396775,3494921457P20180717, , ,0,0,0,0,0,九龍 深水埗 北河街 189號 至193號,"189-193 PEI HO STREET, SHAM SHUI PO, KOWLOON",46081,45692,2,0413324-001,114.1640904,22.33213273,,,,,,,,"PODIUM, 189 PEI HO ST,",Sham Shui Po,2018,7,Office/Commercial,22.33216065,114.1640816,266/25,17930,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,0,17930,0.15,64.31650746,246.5817394,0
5568,0,5568,210928,3494621542P20060311,KAM YU BUILDING,金宇大樓,0,0,15.4,0,0,九龍 深水埗 巴域街 71號 至73號 金宇大樓,"KAM YU BUILDING, 71-73 BERWICK STREET, SHAM SHUI PO, KOWLOON",45906,45516,1,1204521-001,114.164071,22.33294548,九龍大埔道240-242A號及巴域街71-73A號,"240-242A Tai Po Road &71-73A Berwick Street, Kowloon",2077,金宇大廈,KAM YU BUILDING,114.16404,22.33292,242 TAI PO RD KAM YU BUILDING,Sham Shui Po,1976,49,Residential/Composite,22.33295407,114.1640724,266/26,13040,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,1,13040,0.25,98.14315026,547.9182625,0
5576,0,5576,210921,3493622860P20060311, , ,4,0,0,0,0,"九龍 九龍塘 延坪道 2號 至8號 帝景峰, 1 座","DYNASTY HEIGHTS, 2-8 YIN PING ROAD, KOWLOON TONG, KOWLOON, BLOCK 1",46095,45709,2,0210064-025,114.163468,22.34500124,,,,,,,,8 YIN PING RD DYNASTY HEIGHTS SKYLODGE 1,Sham Shui Po,1999,26,Residential/Composite,22.34502336,114.1634689,263/21,75050,0,1.9 - 1.95,1.9,1.95,2.153996756,0.00031232,1,0,75050,1.95,349.3801576,4310.190276,0
5577,0,5577,333774,3493521436P20090914,COURT REGENCE,富匯居,4,0,0,0,0,九龍 深水埗 北河街 181號 至183號,"181-183 PEI HO STREET, SHAM SHUI PO, KOWLOON",45784,45406,1,0612935-001,114.1639449,22.33197919,,,,,,,,183 PEI HO ST COURT REGENCE,Sham Shui Po,2009,16,Residential/Composite,22.33197802,114.163931,266/25,17930,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,0,17930,0.15,58.59969297,201.8306067,0
5580,0,5580,210919,3493121556P20060311,SILVER BRIGHT BUILDING,銀輝樓,4,0,0,0,0,九龍 深水埗 大埔道 244號 至248號 銀輝樓,"SILVER BRIGHT BUILDING, 244-248 TAI PO ROAD, SHAM SHUI PO, KOWLOON",45813,45399,1,0804347-001,114.1638768,22.33307189,九龍大埔道244-248 號及巴域街75-81 號,"244-248 Tai Po Road &75-81 Berwick Street, Kowloon",1078,銀輝樓,SILVER BRIGHT BUILDING,114.16389,22.33305,244/248 TAI PO RD SILVER BRIGHT BUILDING,Sham Shui Po,1975,50,Residential/Composite,22.33305524,114.1639087,266/26,13040,0,0.2 - 0.25,0.2,0.25,3.492879366,0.000545458,1,1,13040,0.25,93.05149942,518.7006135,0
5584,0,5584,210915,3492321485P20060311,YUE FAT BUILDING,裕發大樓,0,0,15.1,0,0,九龍 石硤尾 大埔道 87號 至91號,"87-91 TAI PO ROAD, SHEK KIP MEI, KOWLOON",45855,45495,1,0204366-001,114.1638283,22.33241265,九龍大埔道87-91號,"87-91 Tai Po Road, Kowloon",2810,裕發大樓,YUE FAT BUILDING,114.16382,22.33241,87/91 TAI PO RD YUE FAT BUILDING,Sham Shui Po,1979,46,Residential/Composite,22.33241211,114.1638255,266/25,17930,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,1,17930,0.15,71.34911731,289.280145,0
5591,0,5591,210912,3491820887P20060311,KAM NING BUILDING,金寧大廈,3,0,0,0,0,九龍 深水埗 大南街 176號 至178號 金寧大廈,"KAM NING BUILDING, 176-178 TAI NAM STREET, SHAM SHUI PO, KOWLOON",46041,45635,1,0203432-001,114.1638094,22.32701236,九龍深水埗大南街176-178號,"176-178 Tai Nan Street, Shamshuipo, Kowloon",835,大南街金寧大廈,"KAM NING BUILDING, TAI NAN STREET",114.1638,22.32701,1E WONG CHUK ST KAM NING BUILDING,Sham Shui Po,1975,50,Residential/Composite,22.32701324,114.1637746,267/17-18,15140,0,0.35 - 0.4,0.35,0.4,3.716891998,0.000587595,1,1,15140,0.4,53.75465968,167.8578905,0
5598,0,5598,210906,3490821463P20060311,CHI TAT BUILDING,置達大廈,0,0,12.4,0,0,九龍 深水埗 元州街 28號 至30號 置達大廈,"CHI TAT BUILDING, 28-30 UN CHAU STREET, SHAM SHUI PO, KOWLOON",45784,45408,1,0306037-001,114.1636633,22.33220494,九龍深水埗元州街28-30號,"28-30 Un Chau Street, Shamshuipo, Kowloon",2175,置達大廈,CHI TAT BUILDING,114.16366,22.3322,28/30 UN CHAU ST CHI TAT BUILDING,Sham Shui Po,1981,44,Residential/Composite,22.33220828,114.1636603,266/25,17930,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,1,17930,0.15,71.65505371,190.468688,0
5603,1,5603,210903,3490121503P20060311,SUN FAIR BUILDING,新輝大廈,1,1,0,0,0,九龍 深水埗 大埔道 93號 至105號 新輝大廈,"SUN FAIR BUILDING, 93-105 TAI PO ROAD, SHAM SHUI PO, KOWLOON",45955,45581,1,0203386-001,114.1636245,22.33256616,九龍大埔道93-117號,"93-117 Tai Po Road, Kowloon",2166,大埔道新輝大廈,"SUN FAIR BUILDING, TAI PO ROAD",114.1636,22.33257,111 TAI PO RD SUN FAIR BUILDING,Sham Shui Po,1975,50,Residential/Composite,22.33257998,114.1636129,266/25,17930,0,0.1 - 0.15,0.1,0.15,2.884772905,0.000384236,1,1,17930,0.15,120.247684,796.409794,1
5604,0,5604,210902,3490121128P20060311,NAM PONT BUILDING,南邦大廈,2,0,0,0,0,九龍 深水埗 南昌街 128號 至136號 南邦大廈,"NAM PONT BUILDING, 128-136 NAM CHEONG STREET, SHAM SHUI PO, KOWLOON",45773,45390,1,0806218-001,114.1635957,22.32922484,九龍南昌街128-136號鴨寮街130-138號,"128-136 Nam Cheong Street,130-138 Apliu Street, Kowloon",3441,南邦大廈,NAM PONT BUILDING,114.1636,22.32918,136 NAM CHEONG ST NAM PONT BUILDING,Sham Shui Po,1981,44,Residential/Composite,22.3291969,114.1636102,267/06-08,16640,0,0.05 - 0.1,0.05,0.1,2.973101017,0.000374834,1,1,16640,0.1,78.5615587,375.7702,0
